country,state,county,series_Desc,series_id,,,,,,,,,
United States,TX,Taylor County,Resident Population,TXTAYL1POP,,,,,,,,,
United States,TX,Terrell County,Resident Population,TXTERR3POP,,,,,,,,,
United States,TX,Terry County,Resident Population,TXTERR5POP,,,,,,,,,
United States,TX,Throckmorton County,Resident Population,TXTHRO7POP,,,,,,,,,
United States,TX,Titus County,Resident Population,TXTITU9POP,,,,,,,,,
United States,TX,Tom Green County,Resident Population,TXTOM1POP,,,,,,,,,
United States,TX,Travis County,Resident Population,TXTRAV3POP,,,,,,,,,
United States,TX,Trinity County,Resident Population,TXTRIN5POP,,,,,,,,,
United States,TX,Tyler County,Resident Population,TXTYLE7POP,,,,,,,,,
United States,TX,Upshur County,Resident Population,TXUPSH9POP,,,,,,,,,
United States,TX,Upton County,Resident Population,TXUPTO1POP,,,,,,,,,
United States,TX,Uvalde County,Resident Population,TXUVAL3POP,,,,,,,,,
United States,TX,Val Verde County,Resident Population,TXVAL5POP,,,,,,,,,
United States,TX,Van Zandt County,Resident Population,TXVAN7POP,,,,,,,,,
United States,TX,Victoria County,Resident Population,TXVICT9POP,,,,,,,,,
United States,TX,Walker County,Resident Population,TXWALK1POP,,,,,,,,,
United States,TX,Waller County,Resident Population,TXWALL3POP,,,,,,,,,
United States,TX,Ward County,Resident Population,TXWARD5POP,,,,,,,,,
United States,TX,Washington County,Resident Population,TXWASH7POP,,,,,,,,,
United States,TX,Webb County,Resident Population,TXWEBB9POP,,,,,,,,,
United States,TX,Wharton County,Resident Population,TXWHAR1POP,,,,,,,,,
United States,TX,Wheeler County,Resident Population,TXWHEE3POP,,,,,,,,,
United States,TX,Wichita County,Resident Population,TXWICH5POP,,,,,,,,,
United States,TX,Wilbarger County,Resident Population,TXWILB7POP,,,,,,,,,
United States,TX,Willacy County,Resident Population,TXWILL9POP,,,,,,,,,
United States,TX,Williamson County,Resident Population,TXWILL1POP,,,,,,,,,
United States,TX,Wilson County,Resident Population,TXWILS3POP,,,,,,,,,
United States,TX,Winkler County,Resident Population,TXWINK5POP,,,,,,,,,
United States,TX,Wise County,Resident Population,TXWISE7POP,,,,,,,,,
United States,TX,Wood County,Resident Population,TXWOOD9POP,,,,,,,,,
United States,TX,Yoakum County,Resident Population,TXYOAK1POP,,,,,,,,,
United States,TX,Young County,Resident Population,TXYOUN3POP,,,,,,,,,
United States,TX,Zapata County,Resident Population,TXZAPA5POP,,,,,,,,,
United States,TX,Zavala County,Resident Population,TXZAVA7POP,,,,,,,,,
